Q1_i,Q1_ii,Q1_iii,Q1_iv,Q1_i_score,Q1_ii_score,Q1_iii_score,Q1_iv_score,Total_Q1,Q2_i,Q2_ii,Q2_i_score,Q2_ii_score,Total_Q2,Q3_i,Q3_ii,Q3_i_score,Q3_ii_score,Total_Q3,Q4,Q4_score,Total_Q4,Q5_i,Q5_ii,Q5_iii,Q5_i_score,Q5_ii_score,Q5_iii_score,Total_Q5,Q6_i,Q6_ii,Q6_i_score,Q6_ii_score,Total_Q6,Q7,Q7_score,Total_Q7,Total_score,Percentage,RLD_level
වැස්ස අවස්ථාව,කූඩු වලට,කලබලෙන්,රෙදි,1,1,1,1,4,කසුන්,සහන්,1,1,2,අම්මා රූපවාහිනිය බලනවා,දන්නෙ නෑ,1,0,1,අටයි,1,1,ගස,ගේට්ටුව,මල් පාත්තිය,1,0,1,2,අන්නාසි,සපත්තු,1,1,2,සෞද,1,1,13,86.67,Normal
වැස්ස ගැන,කූඩුවට,කලබලෙන්,රෙදි,1,1,1,1,4,සහන්,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,පුරවැසියන් යහපත් හොඳින් ඉගෙන ගෙන වෙමු,1,0,1,අටයි,1,1,ගස,ගේට්ටුව,ළිඳ,1,0,0,1,අන්නාසි,සපත්තු,1,1,2,සඳුදා,1,1,10,66.67,Average
දන්නෙ නෑ,කූඩුවට,රෙදි අරගෙන,රෙදි,0,1,0,1,2,සහන්,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,යහපත් පුරවැසියන් ඉගෙන ගෙන,1,0,1,තුන,0,0,ගහ,ගේට්ටුව,පඳුර,1,0,1,2,අලි ගැට පේර,තොප්පිය,0,0,0,සිකුරාදා,0,0,5,33.33,Weak
වැස්ස ගැන,කූඩු වලට,හදිසියෙන්,රෙදි,1,1,1,1,4,කසුන්,සහන්,1,1,2,අම්මා රූපවාහිනිය බලනවා,පුරවැසියන් හොඳින් ඉගෙන ගෙන යහපත් වෙමු,1,0,1,පහ,0,0,ගහ,ළිඳක්,මල් ගහක්,1,1,1,3,අන්නාසි,ෂර්ට් 1,1,0,1,සඳුදා,1,1,12,80.0,Normal
නෑ,කූඩු වලට,කලබලෙන්,රෙදි,0,1,1,1,3,පවනි,කසුන්,0,0,0,අම්මා රූපවහිනිය බලනවා,දන්නෙ නෑ,1,0,1,හතයි,0,0,ගස,ගේට්ටුව,මල් ගහ,1,0,1,2,අන්නාසි ගෙඩිය,සර්ට් 1,1,0,1,සඳුදා,1,1,8,53.33,Average
දන්නෙ නෑ,කූඩු වලට,කලබලෙන්,මිදුලේ වනා තිබූ රෙදිටික,0,1,1,1,3,කසුන්,සහන්,1,1,2,අම්මා රූපවාහිනිය බලනවා,දන්නෙ නෑ,1,0,1,දහ තුන,0,0,ගස,ළිඳ,මල් පාත්තිය,1,1,1,3,අන්නාසි,සපත්තු,1,1,2,සඳුදා,1,1,12,80.0,Normal
මිනිස්සු ගෙවල්වලට ගියේ කොහොමද,දන්නෙ නෑ,දන්නෙ නෑ,රෙදි ටික,0,0,0,1,1,පවනි,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,දන්නෙ නෑ,1,0,1,අටයි,1,1,ගස,පඳුර,ළිඳ,1,0,0,1,අන්නාසි,සපත්තු 2,1,1,2,සව්දා,1,1,7,46.67,Weak
වැස්සක් ගැන,කූඩු වලට,කලබලෙන්,රෙදි,1,1,1,1,4,දන්නෙ නෑ,සහන්,0,1,1,අම්මා රූපවාහිනිය බලනවා,දන්නෙ නෑ,1,0,1,පහයි,0,0,ගස,ළිඳ,මල් ගස,1,1,1,3,අන්නාසි,සපත්තු 2,1,1,2,සඳුදා,1,1,12,80.0,Normal
මිනිස්සු ගෙවල් වලට ගියේ කොහොමද,කුරුල්ලෝ,කලබලෙන්,රෙදි ටික,0,0,1,1,2,සහන්,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,දන්නෙ නෑ,1,0,1,හතයි,0,0,ගසක්,ගේට්ටුවක්,මල් පාත්තියක්,1,0,1,2,අන්නාසි,සපත්තුව,1,1,2,සඳුදා,1,1,8,53.33,Average
වැස්සක් වහිනවා,අහසේ,ගේ ඇතුල්ට,රෙදි,1,0,0,1,2,කසුන්,දන්නෙ නෑ,1,0,1,බලනවා රූපවාහිනිය අම්මා,ඉගෙන ගෙන වෙමු පුරවැසියන් යහපත් හොඳින්,0,0,0,දහයයි,0,0,නැගෙනහිර,ගස,ළිඳ,0,0,0,0,අන්නාසි,කලිසම,1,0,1,බ්‍රහස්පතින්දා,0,0,4,26.67,Weak
වැසි සහිත අවස්ථාවක්,කූඩු වලට,දන්නෙ නෑ,රෙදි,1,1,0,1,3,කසුනි,සහන්,0,1,1,අම්මා රූපවාහිනිය බලනවා,හොඳින් ඉගෙන ගෙන යහපත් පුරවැසියන් වෙමු,1,1,2,පහයි,0,0,ගහ,ගේට්ටුව,මල්,1,0,1,2,අන්නාසි,සපත් 2,1,1,2,සන්ධා,1,1,11,73.33,Normal
වැස්ස,අහසෙ,දුවලා,රෙදි,1,0,1,1,3,සහන්,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,යහපත් පුරවැසියන් හොඳින් ඉගෙන ගෙන වෙමු,1,0,1,අටයි,1,1,ගස,ගේට්ටුව,මල් පාත්තිය,1,0,1,2,අන්නාසි,සපත්තු,1,1,2,සෙනසුරාදා,0,0,9,60.0,Average
දන්නෙ නෑ,කූඩු වලට,කලබලෙන්,මිදුලේ වනා තිබූ රෙදි ටික,0,1,1,1,3,පවනි,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,ඉගෙන ගෙන යහපත් පුරවැසියන්වෙමු,1,0,1,නමයයි,0,0,ගේට්ටුව,ළිඳ,මල් පාත්තිය,0,1,1,2,අන්නාසි,සපත්තුව,1,1,2,සඳුදා,1,1,9,60.0,Average
වැස්ස අවස්ථාවක්,කූඩු වලට,කලබලෙන්,වනා තිබූ රෙදි ටික,1,1,1,1,4,පවනි,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,වැසියන් හොඳින් යහපත්ව ඉගෙන ගෙන වෙමු,1,0,1,දහ තුනයි,0,0,ගහ,ගේට්ටුව,ළිඳ,1,0,0,1,අන්නාසි,සපත්තුව,1,1,2,සඳුදා,1,1,9,60.0,Average
මිනිස්සු ගෙවල් වලට ගියේ කොහොමද,කූඩු වලට,කලබලෙන්,රෙදිටික,0,1,1,1,3,කසුන්,සහන්,1,1,2,අම්මා රූපවාහිනිය බලනවා,යහපත් පුරවැසියන් හොඳින් ඉගෙන ගෙන වෙමු,1,0,1,අටයි,1,1,ගස,ළිඳ,මල් පඳුර,1,1,1,3,අන්නාසි ගෙඩිය,සපත්තු 2,1,1,2,සඳුදා,1,1,13,86.67,Normal
වැසි වෙලාවක්,කූඩු වලට,කලබලෙන්,රෙදි ටික,1,1,1,1,4,කසුන්,පවනි,1,0,1,අම්මා රූපවාහිනිය බලනවා,යහපත් පුරවැසියන් හොඳින් ඉගෙන ගෙන වෙමු,1,0,1,අටයි,1,1,ගස,ළිඳ,පඳුරු,1,1,1,3,අන්නාසි,සපත්තු,1,1,2,සඳුදා,1,1,13,86.67,Normal
වැසි අවස්ථාවක්,කූඩු වලට,කලබලයෙන්,වනා තිබූ රෙදි ටික,1,1,1,1,4,දන්නෙ නෑ,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,දන්නෙ නෑ,1,0,1,අටයි,1,1,ගස,ළිඳ,මල් පඳුර,1,1,1,3,අන්නාසි,සපත්තු 2,1,1,2,සඳුදා,1,1,12,80.0,Normal
වැස්ස,කූඩු වලට,කලබලෙන්,රෙදි,1,1,1,1,4,පවනි,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,දන්නෙ නෑ,1,0,1,අටයි,1,1,ගස,ගේට්ටුව,ළිඳ,1,0,0,1,අන්නාසි,සපත්තුව,1,1,2,සඳුදා,1,1,10,66.67,Average
දන්නෙ නෑ,කූඩු වලට,කලබලෙන්,මිදුලේ වනාතිබූ රෙදි ටික,0,1,1,1,3,කසුන්,පවනි,1,0,1,අම්මා රූපවාහිනිය බලනවා,හොඳින් ඉගෙන ගෙන යහපත් පුරවැසියෙක්වෙ මු,1,1,2,අටයි,1,1,ගස,ගේට්ටුව,මල් පාත්තිය,1,0,1,2,අන්නාසි,සපත්තු,1,1,2,සඳුදා,1,1,12,80.0,Normal
දන්නෙ නෑ,කූඩු වලට,දන්නෙ නෑ,රෙදි,0,1,0,1,2,පවනි,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,දන්නෙ නෑ,1,0,1,දන්නෙ නෑ,0,0,ගහක්,මල් බොකේ,ළිඳක්,1,0,0,1,අන්නාසි,ඔල්ලෝසුව,1,0,1,දන්නෙ නෑ,0,0,5,33.33,Weak
වැස්ස එන වෙලාවක්,කූඩු වලට,කලබලයෙන්,රෙදි ටික,1,1,1,1,4,සහන්,පවනි,0,0,0,අම්මා රූපවාහිනිය බලනවා,දන්නෙ නෑ,1,0,1,අටයි,1,1,ගස,ගේට්ටුව,ළිඳ,1,0,0,1,අන්නාසි,සපත්තුව,1,1,2,සෙනසුරාදා,0,0,9,60.0,Average
දන්නෙ නෑ,දන්නෙ නෑ,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,0,0,කසුන්,සහන්,1,1,2,අම්මා රූපවාහිනිය බලනවා,දන්නෙ නෑ,1,0,1,අටයි,1,1,ගසක්,ගේට්ටුව,ළිඳ,1,0,0,1,අන්නාසි,සපත්තු,1,1,2,සඳුදා,1,1,8,53.33,Average
කුරුල්ලෝ පියඹන විට,කූඩුවට,කුඩ ඉහලන්,පැදුරු,0,1,0,0,1,පවනි,කසුන්,0,0,0,බලනවා රූපවාහිනිය අම්මා,ඉගෙන ගෙන,0,0,0,පහයි,0,0,ගහ,මල්,ළිං,1,0,0,1,අන්නාසි,කන්නාඩිය,1,0,1,අඟහරුවාදා,0,0,3,20.0,Weak
වැස්ස එන වෙලාවක්,කූඩුවට,කලබලෙන්,මිදුලේ වනාතිබූ රෙදි ටික,1,1,1,1,4,කසුන්,සහන්,1,1,2,අම්මා රූපවාහිනිය බලනවා,හොඳින් ඉගෙන ගෙන යහපත් පුරවැසියන් වෙමු,1,1,2,අටයි,1,1,ගස,ළිඳ,මල් පඳුර,1,1,1,3,අන්නාසි,සපත්තු,1,1,2,සඳුදා,1,1,15,100.0,Normal
වැස්ස,කූඩුවට,කලබලෙන්,රෙදි,1,1,1,1,4,කසුන්,සහන්,1,1,2,අම්මා රූපවාහිනිය බලනවා,හොඳින් ඉගෙන ගෙන යහපත් පුරවැසියන් වෙමු,1,1,2,අටයි,1,1,ගස,ළිඳ,මල් පඳුර,1,1,1,3,අන්නාසි,සපත්තු,1,1,2,සඳුදා,1,1,15,100.0,Normal
වැස්ස ගැන,කූඩු වලට,කලබලෙන්,රෙදි ටික,1,1,1,1,4,සහන්,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,හොඳින් ඉගෙන ගෙන යයහපත් පුරවැසියන් වෙමු,1,1,2,දෙකයි,0,0,ගස,ළිඳ,ළිඳ,1,1,0,2,අන්නාසි,සපත්තු දෙකක්,1,1,2,සඳුදා,1,1,11,73.33,Normal
වැස්ස,කූඩු වලට,කලබලෙන්,මිදුලේ වනා තිබූ රෙදිටික,1,1,1,1,4,ශහන්,පවනි,0,0,0,අම්මා රූපවාහිනිය බලනවා,හොඳින් ඉගෙන ගෙන යහපත් පුරවැසියන් වෙමු,1,1,2,අටයි,1,1,ගසක්,ළිඳක්,මල් ගහක්,1,1,1,3,අන්නාසි,සපත්තු,1,1,2,සඳුදා,1,1,13,86.67,Normal
වහිනවා,ගෙවල් වලට,කලකලබලයෙන්,රෙදිටික,1,0,1,1,3,සහන්,පවනි,0,0,0,අම්මා රූපවාහිනිය බලනවා,පුරවැසියන් හොඳින් ඉගෙන ගෙන යහපත් වෙමු,1,0,1,දන්නෙ නෑ,0,0,ගහක්,ළිඳ,මල් පාත්තිය,1,1,1,3,අන්නාසි,දන්නෙ නෑ,1,0,1,අඟහරුවාදා,0,0,8,53.33,Average
වැස්ස ගැන,කැදිලි කරා,කලබලයෙන්,රෙදි,1,1,1,1,4,සහන්,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,හොඳින් ඉගෙන ගෙන යහපත් පුරවැසියෙක් වෙමු,1,0,1,අටයි,1,1,ගස,මල් පඳුර,ළිඳක්,1,0,0,1,අන්නාසි,සපත්තුව,1,1,2,සඳුදා,1,1,10,66.67,Average
වැස්සක් ගැන,නිවැස් වලට,දුවගෙන,රෙදි,1,0,1,1,3,පවන්,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,හොඳින් ඉගෙන ගෙන යහපත් පුරවැසියන් වෙමු,1,1,2,පහයි,0,0,අඹ ගස,ගේට්ටුව,මල් ගස,1,0,1,2,අන්නාසි,සපත්තු 2,1,1,2,අඟහරුවාදා,0,0,9,60.0,Average
කුරුල්ලෝ පියාඹනවා,කූඩුවට,දන්නෙ නෑ,රෙදි ටික ගෙදරට ගත්තා,0,1,0,1,2,කසුන්,සහන්,1,1,2,අම්මා රූපවාහිනිය බලනවා,හොඳින් යහපත් පුරවැසියන් ඉගෙන ගෙන වෙමු,1,0,1,පහයි,0,0,ගසක්,ගේට්ටුව,මල් පඳුර,1,0,1,2,අන්නාසි,සපත්තු,1,1,2,බ්‍රහස්පතින්දා,0,0,9,60.0,Average
වැස්ස ගැන,ගෙවල් වලට,දුවගෙන,සෙල්ලම් බඩු,1,1,1,0,3,කසුන්,පසිඳු,1,0,1,අම්මා රූපවාහිනිය බලනවා,යහපත් පුරුදු හොඳින් ඉගෙන ගනිමු,1,0,1,අටයි,1,1,ගස,ළිඳ,මල් ගස,1,1,1,3,කෙසෙල්,කැප් 1,0,0,0,සඳුදා,1,1,10,66.67,Average
වැස්ස ගැන,කූඩුවට,කලබලෙන්,රෙදි,1,1,1,1,4,සහන්,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,පුරවැසියන් යහපත් හොඳින් ඉගෙන ගෙන වෙමු,1,0,1,අටයි,1,1,ගස,ගේට්ටුවක්,ළිඳ,1,0,0,1,අන්නාසි,සපත්තු,1,1,2,සඳුදා,1,1,10,66.67,Average
දන්නෙ නෑ,කූඩු වලට,කලබලෙන්,මිදුලේ වනා තිබූ රෙදි ටික,0,1,1,1,3,පවනි,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,ඉගෙන ගෙන යහපත් පුරවැසියන්වෙමු,1,0,1,නමයයි,0,0,ගේට්ටුව,ළිඳ,මල් පාත්තිය,0,1,1,2,අන්නාසි ගෙඩිය,සපත්තුව,1,1,2,සඳුදා,1,1,9,60.0,Average
දන්නෙ නෑ,දන්නෙ නෑ,කථාවෙන්,රෙදි,0,0,0,1,1,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,අම්මා රූපවාහිනිය බලනවා,පුරවැසියන් හොඳින් ඉගෙන ගෙන යහපත් වෙමු,1,0,1,අටයි,1,1,ගස,ගේට්ටුව,පාත්ති,1,0,1,2,කැරට්,ටීෂර්ට් 1,0,0,0,සඳුදා,1,1,6,40.0,Weak
වැසි අවස්ථාවක්,කුරුළු කූඩු වලට,කඩිමුඩියෙන්,රෙදි,1,1,1,1,4,කසුනි,පවනි,0,0,0,අම්මා රූපවාහිනිය බලනවා,අපි හොඳින් ඉගෙන ගෙන යහපත් පුරවැසියන් වෙමු,1,0,1,පහයි,0,0,ගස,දන්නෙ නෑ,ගේට්ටුව,1,0,0,1,අන්නාසි,ටීෂර්ට් 1,1,0,1,අඟහරුවාදා,0,0,7,46.67,Weak
වැස්ස,කූඩුවට,දන්නෙ නෑ,රෙදි,1,1,0,1,3,සහන්,පහන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,හොඳින් ඉගෙන ගෙන පුරවැසියන් වෙමු,1,0,1,දෙකයි,0,0,දන්නෙ නෑ,පඳුරු,ළිඳ,0,0,0,0,අන්නාසි,කලිසම,1,0,1,සඳුදා,1,1,6,40.0,Weak
රෑ,කැලෑවට,දොර ඇරලා,බඩු ටික,0,0,0,0,0,කසුන්,දන්නෙ නෑ,1,0,1,අම්මා රූපවාහිනිය බලනවා,දන්නෙ නෑ,1,0,1,තුනයි,0,0,අහස,ළිඳ,ගහ,0,1,0,1,අන්නාසි,බැනියම,1,0,1,සිකුරාදා,0,0,4,26.67,Weak
වැස්ස,අහසට,කඩිමුඩියේ,රෙදි,1,0,1,1,3,පවනි,සහන්,0,1,1,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,අටයි,1,1,ගස,ගේට්ටුව,ළිඳ,1,0,0,1,අන්නාසි,කාලිසම,1,0,1,ඉරිදා,0,0,7,46.67,Weak
වැස්ස,කූඩුවට,දුවලා දුවලා,දන්නෙ නෑ,1,1,1,0,3,සහන්,පවනි,0,0,0,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,දන්නෙ නෑ,0,0,අහස,ගහ,ළිඳ,0,0,0,0,කැරට්,සපත්තු 2,0,1,1,සිකුරාදා,0,0,4,26.67,Weak
දන්නෙ නෑ,ගහට,දන්නෙ නෑ,බඩු,0,0,0,0,0,පවනි,දන්නෙ නෑ,0,0,0,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,දන්නෙ නෑ,0,0,ගස,දන්නෙ නෑ,ගස,1,0,0,1,දන්නෙ නෑ,ශර්ට් 1,0,0,0,දන්නෙ නෑ,0,0,1,6.67,Weak
දන්නෙ නෑ,ගහට,ගහ හෙල්ලුනා,රෙදි,0,0,0,1,1,පවනි,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,ඉගෙන ගෙන පුරවැසියන් යහපත් හොඳින් වෙමු,1,0,1,දෙකයි,0,0,ගහ,ළිඳ,මල්,1,1,1,3,ගෝවා,ශර්ට් 1,0,0,0,සිකුරාදා,0,0,5,33.33,Weak
දන්නෙ නෑ,දන්නෙ නෑ,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,0,0,පවනි,කසුන්,0,0,0,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,අටයි,1,1,ගහ,දන්නෙ නෑ,මල් ගහ,1,0,1,2,ගෝවා,සපත්තු 2,0,1,1,සිකුරාදා,0,0,4,26.67,Weak
වැස්ස,කූඩුවට,දන්නෙ නෑ,ඇඳුම්,1,1,0,1,3,පවනි,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,දන්නෙ නෑ,1,0,1,දන්නෙ නෑ,0,0,අහස,ළිඳ,මල් පෝච්චිය,0,1,1,2,ගෝවා,ටීෂර්ට් 1,0,0,0,සඳුදා,1,1,7,46.67,Weak
දෙක,කුරුළු කූඩුවට,ඇවිදගෙන,රෙදි,0,1,0,1,2,කසුන්,පවනි,1,0,1,අම්මා බලනවා රූපවාහිනිය,පුරවැසියන් ඉගෙන ගෙන යහපත් හොඳින් වෙමු,0,0,0,දන්නෙ නෑ,0,0,ළිඳ,මල්,ළිඳ,0,0,0,0,අන්නාසි,ටීෂර්ට් 1,1,0,1,දන්නෙ නෑ,0,0,4,26.67,Weak
වැහි අවස්ථාවක,උතුරට,කලබලේ,රෙදි,1,0,1,1,3,සහන්,පවනි,0,0,0,අම්මා රූපවාහිනිය බලනවා,පුරවැසියන් ඉගෙන ගෙන පුරවැසියන් වෙමු,1,0,1,හතයි,0,0,ගස,මල් පාත්තිය,ළිඳ,1,0,0,1,අන්නාසි,සපත්තු 2,1,1,2,ඉරිදා,0,0,7,46.67,Weak
වැස්ස,කූඩු වලට,කලබලෙන්,දන්නේ නෑ,1,1,1,0,3,තතුන්,අනුර,0,0,0,අම්මා බලනවා රූපවාහිනිය,ඉගෙන ගෙන එමු හොඳින් පුරවැසියන් වෙමු,0,0,0,පහයි,0,0,අහස,ළිඳ,මල්,0,1,1,2,අන්නාසි,සපත්තු,1,1,2,ඉරිදා,0,0,7,46.67,Weak
මිනිස්සු ගෙවල්වලට ගියා,කූඩු වලට,කලබලෙන්,රෙදි ටික,0,1,1,1,3,පසුන්,අනුව,0,0,0,අම්මා රූපවාහිනිය බලනවා,පුරවැසියන් යහපත් වෙමු,1,0,1,දහතුනයි,0,0,අහස,ගේට්ටුව,ගස,0,0,0,0,කැරට්,ටීෂර්ට් 1,0,0,0,සඳුදා,1,1,5,33.33,Weak
වැස්ස වහිනවා,කූඩු වලට,කලබලෙන් ගෙවල් වලට යනවා,රෙදි,1,1,1,1,4,සහන්,පවනි,0,0,0,අම්මා රූපවාහිනිය බලනවා,යහපත් පුරවැසියන් හොඳින් ඉගෙන ගෙන ඉගෙන ගෙන වෙමු,1,0,1,නවයක්,0,0,ළිඳ,ගඟ,ගහ,0,0,0,0,අන්නාසි,සපත්තු,1,1,2,සෙනසුරාදා,0,0,7,46.67,Weak
දන්නෙ නෑ,ගස්වල තිබූ කූඩු වලට,කලබලෙන්,රෙදි,0,1,1,1,3,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,අම්මා රූපවාහිනිය බලනවා,ඉගෙන ගෙන හොඳින් යහපත් පුරවැසියෝවෙමු,1,0,1,හතයි,0,0,ගස,ගේට්ටුව,ළිඳ,1,0,0,1,අන්නාසි,දන්නෙ නෑ,1,0,1,සඳුදා,1,1,7,46.67,Weak
වැස්සක් අත ළඟ,නිවෙස් වලට,වැස්සක් එනවා,රෙදි,1,1,0,1,3,සහන්,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,දන්නෙ නෑ,1,0,1,අටයි,1,1,ළිඳ,මල් ගස,ගේට්ටුව,0,0,0,0,අන්නාසි,සපත්තු 2,1,1,2,ඉරිදා,0,0,7,46.67,Weak
දන්නෙ නෑ,කූඩුවට,රෙදි අරගෙන,රෙදි,0,1,0,1,2,සහන්,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,යහපත් පුරවැසියන් ඉගෙන ගෙන,1,0,1,තුන,0,0,ගහ,ගේට්ටුව,මල් බොකේ,1,0,1,2,අලි ගැට පේර,තොප්පිය,0,0,0,සිකුරාදා,0,0,5,33.33,Weak
මිනිස්සු ගෙවල්වලට ගියේ කොහොමද,දන්නෙ නෑ,දන්නෙ නෑ,රෙදි ටික,0,0,0,1,1,පවනි,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,දන්නෙ නෑ,1,0,1,අටයි,1,1,ගස,පඳුර,ළිඳ,1,0,0,1,අන්නාසි,සපත්තු 2,1,1,2,සව්දා,1,1,7,46.67,Weak
වැස්සක් වහිනවා,අහසේ,ගේ ඇතුල්ට,රෙදි අරගෙන,1,0,0,1,2,කසුන්,දන්නෙ නෑ,1,0,1,බලනවා රූපවාහිනිය අම්මා,ඉගෙන ගෙන වෙමු පුරවැසියන් යහපත් හොඳින්,0,0,0,දහයයි,0,0,නැගෙනහිර,ගස,ළිඳ,0,0,0,0,අන්නාසි,කලිසම,1,0,1,බ්‍රහස්පතින්දා,0,0,4,26.67,Weak
දන්නෙ නෑ,කූඩු වලට,දන්නෙ නෑ,රෙදි,0,1,0,1,2,පවනි,කසුන්,0,0,0,අම්මා රූපවාහිනිය බලනවා,දන්නෙ නෑ,1,0,1,දන්නෙ නෑ,0,0,ගහක්,මල් බොකේ,ළිඳක්,1,0,0,1,අන්නාසි,ඔල්ලෝසුව,1,0,1,දන්නෙ නෑ,0,0,5,33.33,Weak
කුරුල්ලෝ පියඹාගෙන යනවිට,කූඩුවට,කුඩ ඉහලන්,පැදුරු,0,1,0,0,1,පවනි,කසුන්,0,0,0,බලනවා රූපවාහිනිය අම්මා,ඉගෙන ගෙන,0,0,0,පහයි,0,0,ගහ,මල්,ළිං,1,0,0,1,අන්නාසි,කන්නාඩිය,1,0,1,අඟහරුවාදා,0,0,3,20.0,Weak
දන්නෙ නෑ,දන්නෙ නෑ,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,0,0,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,දන්නෙ නෑ,0,0,දන්නෙ නෑ,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,0,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,දන්නෙ නෑ,0,0,0,0.0,Weak
උදෑසන කාලය,ගඟට,සතුටින්,පොත්,0,0,0,0,0,සහන්,කසුන්,0,0,0,අම්මා බලනවා,පුද්ගලයන් වෙමු,0,0,0,අටයි,1,1,ගහක්,පඳුර,ළිඳ,1,1,1,3,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,දන්නෙ නෑ,0,0,4,26.67,Weak
දන්නෙ නෑ,දන්නෙ නෑ,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,0,0,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,දන්නෙ නෑ,0,0,දන්නෙ නෑ,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,0,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,දන්නෙ නෑ,0,0,0,0.0,Weak
පාසල් යන වෙලාව,වලාකුළු අතරට,හිනා වෙමින්,කුඩ,0,0,0,0,0,අයියා,සහන්,0,1,1,අම්මා රූපවාහිනිය බලනවා,යහපත් පුරවැසියන් හොඳින් ඉගෙන ගෙන ඉගෙන ගෙන වෙමු,1,0,1,අටයි,1,1,ගහ,මල් පාත්තිය,ගේට්ටුව,1,1,0,2,කැරට්,ශර්ට් 1,0,0,0,සිකුරාදා,0,0,5,33.33,Weak
කුරුල්ලෝ පියාඹලා යන විට,අහසට,දුවගෙන,වනා තිබූ පැදුරු,0,0,0,0,0,සහන්,කසුන්,0,0,0,රූපවාහිනිය අම්මා බලනවා,පුරවැසියන් ඉගෙන ගෙන යහපත් හොඳින් වෙමු,0,0,0,පහයි,0,0,ළිඳ,ගේට්ටුව,ලොකු ගස,0,0,0,0,ගෝවා,ටීෂර්ට් 1,0,0,0,සෙනසුරාදා,0,0,0,0.0,Weak
වැස්ස,කූඩුවට,දන්නෙ නෑ,රෙදි,1,1,0,1,3,සහන්,පවනී,0,0,0,අම්මා රූපවාහිනිය බලනවා,හොඳින් ඉගෙන ගෙන පුරවැසියන් වෙමු,1,0,1,දෙකයි,0,0,දන්නෙ නෑ,පඳුරු,ළිඳ,0,0,0,0,අන්නාසි,කලිසම,1,0,1,සඳුදා,1,1,6,40.0,Weak
වැස්ස,කූඩුවට,දුවලා දුවලා,දන්නෙ නෑ,1,1,1,0,3,සහන්,පවනි,0,0,0,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,දන්නෙ නෑ,0,0,අහස,ගහ,ළිඳ,0,0,0,0,කැරට්,සපත්තු 2,0,1,1,සිකුරාදා,0,0,4,26.67,Weak
දන්නෙ නෑ,දන්නෙ නෑ,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,0,0,පවනි,කසුන්,0,0,0,දන්නෙ නෑ,දන්නෙ නෑ,0,0,0,අටයි,1,1,ගහ,දන්නෙ නෑ,මල් ගහ,1,0,1,2,ගෝවා ගෙඩිය,සපත්තු 2,0,1,1,සිකුරාදා,0,0,4,26.67,Weak
වැස්ස,කූඩු වලට,කලබලෙන්,දන්නේ නෑ,1,1,1,0,3,තතුන්,අනුර,0,0,0,අම්මා බලනවා රූපවාහිනිය,ඉගෙන ගෙන එමු හොඳින් පුරවැසියන් වෙමු,0,0,0,පහයි,0,0,නිල් අහස,ළිඳ,මල්,0,1,1,2,අන්නාසි,සපත්තු,1,1,2,ඉරිදා,0,0,7,46.67,Weak
